Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Impact,Max Severity,Tag,revision
"Jul 9, 2024","Aug 13, 2024",CVE-2024-38058,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38058,BitLocker Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows BitLocker,"{'versionrevisionDatedescription1.12024年8月13日Added an FAQ to explain that because of firmware incompatibility issues that were causing BitLocker to go into recovery mode on some devices, the fix for CVE-2024-38058 has been disabled with the release of the August 2024 security updates. Customers who want to be protected from the vulnerability can apply the mitigations described in KB5025885.\n1.02024年7月9日Information published.', 'versionrevisionDatedescription'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38057,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38057,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38056,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38056,Microsoft Windows Codecs Library Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Windows Codecs Library,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38055,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38055,Microsoft Windows Codecs Library Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Windows Codecs Library,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38054,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38054,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38053,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053,Windows Layer-2 Bridge Network Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Internet Connection Sharing (ICS),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38052,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38052,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38051,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38051,Windows Graphics Component Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Graphics Component,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38050,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38050,Windows Workstation Service Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Workstation Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38049,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38049,Windows Distributed Transaction Coordinator Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Distributed Transaction Coordinator,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38048,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38048,Windows Network Driver Interface Specification (NDIS) Denial of Service Vulnerability,Denial of Service,Important,NDIS,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38047,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38047,PowerShell Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows PowerShell,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38046,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38046,PowerShell Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows PowerShell,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38045,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38045,Windows TCP/IP Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows TCP/IP,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38044,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38044,DHCP Server Service Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows DHCP Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38043,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38043,PowerShell Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows PowerShell,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38041,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38041,Windows Kernel Information Disclosure Vulnerability,Information Disclosure,Important,Windows Kernel,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38034,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38034,Windows Filtering Platform Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Filtering,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38033,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38033,PowerShell Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows PowerShell,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38032,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38032,Microsoft Xbox Remote Code Execution Vulnerability,Remote Code Execution,Important,XBox Crypto Graphic Services,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38031,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38031,Windows Online Certificate Status Protocol (OCSP) Server Denial of Service Vulnerability,Denial of Service,Important,Windows Online Certificate Status Protocol (OCSP),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38030,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38030,Windows Themes Spoofing Vulnerability,Spoofing,Important,Windows Themes,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-38029,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38029,Microsoft OpenSSH for Windows Remote Code Execution Vulnerability,Remote Code Execution,Important,OpenSSH for Windows,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38028,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38028,Microsoft Windows Performance Data Helper Library Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Performance Monitor,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38027,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38027,Windows Line Printer Daemon Service Denial of Service Vulnerability,Denial of Service,Important,Line Printer Daemon Service (LPD),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38025,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38025,Microsoft Windows Performance Data Helper Library Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Performance Monitor,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38024,Microsoft SharePoint Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office SharePoint,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38023,Microsoft SharePoint Server Remote Code Execution Vulnerability,Remote Code Execution,Critical,Microsoft Office SharePoint,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38022,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38022,Windows Image Acquisition Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Image Acquisition,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 10, 2024",CVE-2024-38021,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021,Microsoft Outlook Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.12024年7月10日Corrected CVE title. This is an informational change only.\n1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38020,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38020,Microsoft Outlook Spoofing Vulnerability,Spoofing,Moderate,Microsoft Office Outlook,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38019,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38019,Microsoft Windows Performance Data Helper Library Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Performance Monitor,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Sep 10, 2024","Oct 6, 2024",CVE-2024-38018,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38018,Microsoft SharePoint Server Remote Code Execution Vulnerability,Remote Code Execution,Critical,Microsoft Office SharePoint,"{'versionrevisionDatedescription1.12024年10月6日Updated links to security updates.  This is an informational change only.\n1.02024年9月10日Information published.', 'versionrevisionDatedescription'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38017,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38017,Microsoft Message Queuing Information Disclosure Vulnerability,Information Disclosure,Important,Windows Message Queuing,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Sep 19, 2024","Oct 6, 2024",CVE-2024-38016,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38016,Microsoft Office Visio Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Visio,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.12024年10月6日Updated links to security updates.  This is an informational change only.\n1.02024年9月19日Information published.'}"
"Jul 9, 2024","Jul 11, 2024",CVE-2024-38015,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38015,Windows Remote Desktop Gateway (RD Gateway) Denial of Service Vulnerability,Denial of Service,Important,Windows Remote Desktop,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.12024年7月11日Updated acknowledgment. This is an informational change only.\n1.02024年7月9日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38014,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38014,Windows Installer Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Installer,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38013,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38013,Microsoft Windows Server Backup Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Server Backup,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38011,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38011,Secure Boot Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Secure Boot,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38010,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38010,Secure Boot Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Secure Boot,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
