cwe,relationship,target_cwe
CWE-211: Externally-Generated Error Message Containing Sensitive Information,ParentOf,CWE-535: Exposure of Information Through Shell Error Message
CWE-211: Externally-Generated Error Message Containing Sensitive Information,ParentOf,CWE-536: Servlet Runtime Error Message Containing Sensitive Information
CWE-211: Externally-Generated Error Message Containing Sensitive Information,ParentOf,CWE-537: Java Runtime Error Message Containing Sensitive Information
CWE-211: Externally-Generated Error Message Containing Sensitive Information,MemberOf,CWE-1016: Limit Exposure
CWE-212: Improper Removal of Sensitive Information Before Storage or Transfer,ChildOf,CWE-669: Incorrect Resource Transfer Between Spheres
CWE-212: Improper Removal of Sensitive Information Before Storage or Transfer,ParentOf,CWE-226: Sensitive Information in Resource Not Removed Before Reuse
CWE-212: Improper Removal of Sensitive Information Before Storage or Transfer,ParentOf,CWE-1258: Exposure of Sensitive System Information Due to Uncleared Debug Information
CWE-212: Improper Removal of Sensitive Information Before Storage or Transfer,CanPrecede,CWE-201: Insertion of Sensitive Information Into Sent Data
CWE-212: Improper Removal of Sensitive Information Before Storage or Transfer,MemberOf,CWE-199: Information Management Errors
CWE-212: Improper Removal of Sensitive Information Before Storage or Transfer,MemberOf,CWE-452: Initialization and Cleanup Errors
CWE-212: Improper Removal of Sensitive Information Before Storage or Transfer,ChildOf,CWE-669: Incorrect Resource Transfer Between Spheres
CWE-212: Improper Removal of Sensitive Information Before Storage or Transfer,MemberOf,CWE-1015: Limit Access
CWE-213: Exposure of Sensitive Information Due to Incompatible Policies,ChildOf,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor
CWE-213: Exposure of Sensitive Information Due to Incompatible Policies,MemberOf,CWE-199: Information Management Errors
CWE-214: Invocation of Process Using Visible Sensitive Information,ChildOf,CWE-497: Exposure of Sensitive System Information to an Unauthorized Control Sphere
CWE-214: Invocation of Process Using Visible Sensitive Information,PeerOf,CWE-526: Cleartext Storage of Sensitive Information in an Environment Variable
CWE-214: Invocation of Process Using Visible Sensitive Information,MemberOf,CWE-199: Information Management Errors
CWE-214: Invocation of Process Using Visible Sensitive Information,MemberOf,CWE-1016: Limit Exposure
CWE-215: Insertion of Sensitive Information Into Debugging Code,ChildOf,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor
CWE-215: Insertion of Sensitive Information Into Debugging Code,CanFollow,CWE-489: Active Debug Code
CWE-215: Insertion of Sensitive Information Into Debugging Code,MemberOf,CWE-199: Information Management Errors
CWE-219: Storage of File with Sensitive Data Under Web Root,ChildOf,CWE-552: Files or Directories Accessible to External Parties
CWE-219: Storage of File with Sensitive Data Under Web Root,ParentOf,CWE-433: Unparsed Raw Web Content Delivery
CWE-219: Storage of File with Sensitive Data Under Web Root,MemberOf,CWE-1011: Authorize Actors
CWE-220: Storage of File With Sensitive Data Under FTP Root,ChildOf,CWE-552: Files or Directories Accessible to External Parties
CWE-220: Storage of File With Sensitive Data Under FTP Root,MemberOf,CWE-1011: Authorize Actors
CWE-221: Information Loss or Omission,ChildOf,CWE-664: Improper Control of a Resource Through its Lifetime
CWE-221: Information Loss or Omission,ParentOf,CWE-222: Truncation of Security-relevant Information
CWE-221: Information Loss or Omission,ParentOf,CWE-223: Omission of Security-relevant Information
CWE-221: Information Loss or Omission,ParentOf,CWE-224: Obscured Security-relevant Information by Alternate Name
CWE-221: Information Loss or Omission,ParentOf,CWE-356: Product UI does not Warn User of Unsafe Actions
CWE-221: Information Loss or Omission,ParentOf,CWE-396: Declaration of Catch for Generic Exception
CWE-221: Information Loss or Omission,ParentOf,CWE-397: Declaration of Throws for Generic Exception
CWE-221: Information Loss or Omission,ParentOf,CWE-451: User Interface (UI) Misrepresentation of Critical Information
CWE-222: Truncation of Security-relevant Information,ChildOf,CWE-221: Information Loss or Omission
CWE-222: Truncation of Security-relevant Information,MemberOf,CWE-1210: Audit / Logging Errors
CWE-223: Omission of Security-relevant Information,ChildOf,CWE-221: Information Loss or Omission
CWE-223: Omission of Security-relevant Information,ParentOf,CWE-778: Insufficient Logging
CWE-223: Omission of Security-relevant Information,MemberOf,CWE-1210: Audit / Logging Errors
CWE-223: Omission of Security-relevant Information,MemberOf,CWE-1009: Audit
CWE-224: Obscured Security-relevant Information by Alternate Name,ChildOf,CWE-221: Information Loss or Omission
CWE-224: Obscured Security-relevant Information by Alternate Name,MemberOf,CWE-1210: Audit / Logging Errors
CWE-224: Obscured Security-relevant Information by Alternate Name,MemberOf,CWE-1009: Audit
CWE-226: Sensitive Information in Resource Not Removed Before Reuse,ChildOf,CWE-212: Improper Removal of Sensitive Information Before Storage or Transfer
CWE-226: Sensitive Information in Resource Not Removed Before Reuse,ChildOf,CWE-459: Incomplete Cleanup
CWE-226: Sensitive Information in Resource Not Removed Before Reuse,ParentOf,CWE-244: Improper Clearing of Heap Memory Before Release ('Heap Inspection')
CWE-226: Sensitive Information in Resource Not Removed Before Reuse,ParentOf,CWE-1239: Improper Zeroization of Hardware Register
CWE-226: Sensitive Information in Resource Not Removed Before Reuse,ParentOf,CWE-1272: Sensitive Information Uncleared Before Debug/Power State Transition
CWE-226: Sensitive Information in Resource Not Removed Before Reuse,ParentOf,CWE-1301: Insufficient or Incomplete Data Removal within Hardware Component
CWE-226: Sensitive Information in Resource Not Removed Before Reuse,ParentOf,CWE-1342: Information Exposure through Microarchitectural State after Transient Execution
CWE-226: Sensitive Information in Resource Not Removed Before Reuse,CanPrecede,CWE-201: Insertion of Sensitive Information Into Sent Data
CWE-226: Sensitive Information in Resource Not Removed Before Reuse,MemberOf,CWE-1202: Memory and Storage Issues
CWE-226: Sensitive Information in Resource Not Removed Before Reuse,ParentOf,CWE-1239: Improper Zeroization of Hardware Register
CWE-226: Sensitive Information in Resource Not Removed Before Reuse,ParentOf,CWE-1342: Information Exposure through Microarchitectural State after Transient Execution
CWE-228: Improper Handling of Syntactically Invalid Structure,ChildOf,CWE-703: Improper Check or Handling of Exceptional Conditions
CWE-228: Improper Handling of Syntactically Invalid Structure,ChildOf,CWE-707: Improper Neutralization
CWE-228: Improper Handling of Syntactically Invalid Structure,ParentOf,CWE-166: Improper Handling of Missing Special Element
CWE-228: Improper Handling of Syntactically Invalid Structure,ParentOf,CWE-167: Improper Handling of Additional Special Element
CWE-228: Improper Handling of Syntactically Invalid Structure,ParentOf,CWE-168: Improper Handling of Inconsistent Special Elements
CWE-228: Improper Handling of Syntactically Invalid Structure,ParentOf,CWE-229: Improper Handling of Values
CWE-228: Improper Handling of Syntactically Invalid Structure,ParentOf,CWE-233: Improper Handling of Parameters
CWE-228: Improper Handling of Syntactically Invalid Structure,ParentOf,CWE-237: Improper Handling of Structural Elements
CWE-228: Improper Handling of Syntactically Invalid Structure,ParentOf,CWE-241: Improper Handling of Unexpected Data Type
CWE-229: Improper Handling of Values,ChildOf,CWE-228: Improper Handling of Syntactically Invalid Structure
CWE-229: Improper Handling of Values,ParentOf,CWE-230: Improper Handling of Missing Values
CWE-229: Improper Handling of Values,ParentOf,CWE-231: Improper Handling of Extra Values
CWE-229: Improper Handling of Values,ParentOf,CWE-232: Improper Handling of Undefined Values
CWE-229: Improper Handling of Values,MemberOf,CWE-19: Data Processing Errors
CWE-230: Improper Handling of Missing Values,ChildOf,CWE-229: Improper Handling of Values
CWE-231: Improper Handling of Extra Values,ChildOf,CWE-229: Improper Handling of Values
CWE-231: Improper Handling of Extra Values,CanPrecede,CWE-120: Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CWE-232: Improper Handling of Undefined Values,ChildOf,CWE-229: Improper Handling of Values
CWE-233: Improper Handling of Parameters,ChildOf,CWE-228: Improper Handling of Syntactically Invalid Structure
CWE-233: Improper Handling of Parameters,ParentOf,CWE-234: Failure to Handle Missing Parameter
CWE-233: Improper Handling of Parameters,ParentOf,CWE-235: Improper Handling of Extra Parameters
CWE-233: Improper Handling of Parameters,ParentOf,CWE-236: Improper Handling of Undefined Parameters
CWE-233: Improper Handling of Parameters,MemberOf,CWE-19: Data Processing Errors
CWE-234: Failure to Handle Missing Parameter,ChildOf,CWE-233: Improper Handling of Parameters
CWE-235: Improper Handling of Extra Parameters,ChildOf,CWE-233: Improper Handling of Parameters
CWE-236: Improper Handling of Undefined Parameters,ChildOf,CWE-233: Improper Handling of Parameters
CWE-237: Improper Handling of Structural Elements,ChildOf,CWE-228: Improper Handling of Syntactically Invalid Structure
CWE-237: Improper Handling of Structural Elements,ParentOf,CWE-238: Improper Handling of Incomplete Structural Elements
CWE-237: Improper Handling of Structural Elements,ParentOf,CWE-239: Failure to Handle Incomplete Element
CWE-237: Improper Handling of Structural Elements,ParentOf,CWE-240: Improper Handling of Inconsistent Structural Elements
CWE-237: Improper Handling of Structural Elements,MemberOf,CWE-19: Data Processing Errors
CWE-238: Improper Handling of Incomplete Structural Elements,ChildOf,CWE-237: Improper Handling of Structural Elements
CWE-239: Failure to Handle Incomplete Element,ChildOf,CWE-237: Improper Handling of Structural Elements
CWE-239: Failure to Handle Incomplete Element,PeerOf,CWE-404: Improper Resource Shutdown or Release
CWE-240: Improper Handling of Inconsistent Structural Elements,ChildOf,CWE-707: Improper Neutralization
CWE-240: Improper Handling of Inconsistent Structural Elements,ChildOf,CWE-237: Improper Handling of Structural Elements
CWE-240: Improper Handling of Inconsistent Structural Elements,ParentOf,CWE-130: Improper Handling of Length Parameter Inconsistency
CWE-241: Improper Handling of Unexpected Data Type,ChildOf,CWE-228: Improper Handling of Syntactically Invalid Structure
CWE-241: Improper Handling of Unexpected Data Type,MemberOf,CWE-19: Data Processing Errors
CWE-242: Use of Inherently Dangerous Function,ChildOf,CWE-1177: Use of Prohibited Code
CWE-242: Use of Inherently Dangerous Function,MemberOf,CWE-1228: API / Function Errors
CWE-243: Creation of chroot Jail Without Changing Working Directory,ChildOf,CWE-573: Improper Following of Specification by Caller
CWE-243: Creation of chroot Jail Without Changing Working Directory,ChildOf,CWE-669: Incorrect Resource Transfer Between Spheres
CWE-243: Creation of chroot Jail Without Changing Working Directory,MemberOf,CWE-265: Privilege Issues
CWE-243: Creation of chroot Jail Without Changing Working Directory,MemberOf,CWE-1015: Limit Access
CWE-244: Improper Clearing of Heap Memory Before Release ('Heap Inspection'),ChildOf,CWE-226: Sensitive Information in Resource Not Removed Before Reuse
CWE-244: Improper Clearing of Heap Memory Before Release ('Heap Inspection'),CanPrecede,CWE-669: Incorrect Resource Transfer Between Spheres
CWE-245: J2EE Bad Practices: Direct Management of Connections,ChildOf,CWE-695: Use of Low-Level Functionality
CWE-246: J2EE Bad Practices: Direct Use of Sockets,ChildOf,CWE-695: Use of Low-Level Functionality
CWE-248: Uncaught Exception,ChildOf,CWE-755: Improper Handling of Exceptional Conditions
CWE-248: Uncaught Exception,ChildOf,CWE-705: Incorrect Control Flow Scoping
CWE-248: Uncaught Exception,ParentOf,CWE-600: Uncaught Exception in Servlet 
CWE-248: Uncaught Exception,MemberOf,"CWE-389: Error Conditions, Return Values, Status Codes"
CWE-248: Uncaught Exception,ChildOf,CWE-703: Improper Check or Handling of Exceptional Conditions
CWE-248: Uncaught Exception,ChildOf,CWE-703: Improper Check or Handling of Exceptional Conditions
CWE-250: Execution with Unnecessary Privileges,ChildOf,CWE-657: Violation of Secure Design Principles
CWE-250: Execution with Unnecessary Privileges,ChildOf,CWE-269: Improper Privilege Management
CWE-250: Execution with Unnecessary Privileges,MemberOf,CWE-265: Privilege Issues
CWE-250: Execution with Unnecessary Privileges,MemberOf,CWE-1015: Limit Access
CWE-252: Unchecked Return Value,ChildOf,CWE-754: Improper Check for Unusual or Exceptional Conditions
CWE-252: Unchecked Return Value,ParentOf,CWE-690: Unchecked Return Value to NULL Pointer Dereference
CWE-252: Unchecked Return Value,PeerOf,CWE-273: Improper Check for Dropped Privileges
CWE-252: Unchecked Return Value,CanPrecede,CWE-476: NULL Pointer Dereference
CWE-252: Unchecked Return Value,MemberOf,"CWE-389: Error Conditions, Return Values, Status Codes"
CWE-252: Unchecked Return Value,ChildOf,CWE-754: Improper Check for Unusual or Exceptional Conditions
CWE-253: Incorrect Check of Function Return Value,ChildOf,CWE-754: Improper Check for Unusual or Exceptional Conditions
CWE-253: Incorrect Check of Function Return Value,ChildOf,CWE-573: Improper Following of Specification by Caller
CWE-253: Incorrect Check of Function Return Value,MemberOf,"CWE-389: Error Conditions, Return Values, Status Codes"
CWE-256: Plaintext Storage of a Password,ChildOf,CWE-522: Insufficiently Protected Credentials
CWE-256: Plaintext Storage of a Password,MemberOf,CWE-255: Credentials Management Errors
CWE-256: Plaintext Storage of a Password,MemberOf,CWE-1013: Encrypt Data
CWE-257: Storing Passwords in a Recoverable Format,ChildOf,CWE-522: Insufficiently Protected Credentials
CWE-257: Storing Passwords in a Recoverable Format,PeerOf,CWE-259: Use of Hard-coded Password
CWE-257: Storing Passwords in a Recoverable Format,PeerOf,CWE-798: Use of Hard-coded Credentials
CWE-257: Storing Passwords in a Recoverable Format,MemberOf,CWE-255: Credentials Management Errors
CWE-257: Storing Passwords in a Recoverable Format,MemberOf,CWE-1013: Encrypt Data
CWE-258: Empty Password in Configuration File,ChildOf,CWE-521: Weak Password Requirements
CWE-258: Empty Password in Configuration File,ChildOf,CWE-260: Password in Configuration File
CWE-258: Empty Password in Configuration File,MemberOf,CWE-1010: Authenticate Actors
CWE-259: Use of Hard-coded Password,ChildOf,CWE-798: Use of Hard-coded Credentials
CWE-259: Use of Hard-coded Password,PeerOf,CWE-321: Use of Hard-coded Cryptographic Key
CWE-259: Use of Hard-coded Password,PeerOf,CWE-257: Storing Passwords in a Recoverable Format
CWE-259: Use of Hard-coded Password,CanFollow,CWE-656: Reliance on Security Through Obscurity
